drug_name,target_gene
melatonin,ESR1
melatonin,HTR2B
melatonin,MPO
melatonin,MTNR1A
melatonin,MTNR1B
melatonin,NQO2
melatonin,RORB
L-citrulline,ASS1
L-citrulline,DDAH1
L-citrulline,DDAH2
L-citrulline,GPRC6A
L-citrulline,NOS1
L-citrulline,NOS2
L-citrulline,NOS3
L-citrulline,OTC
L-citrulline,PADI1
L-citrulline,PADI2
L-citrulline,PADI3
L-citrulline,PADI4
L-citrulline,PADI6
pemetrexed,ATIC
pemetrexed,DHFR
pemetrexed,GART
pemetrexed,TYMS
almitrine,ATP1A1
artemether,ATP1A1
bretylium,ATP1A1
ciclopirox,ATP1A1
digoxin,ATP1A1
lumefantrine,ATP1A1
ouabain,ATP1A1
deslanoside,ATP1A1
deslanoside,ATP1A2
deslanoside,ATP1A3
deslanoside,ATP1A4
deslanoside,ATP1B1
deslanoside,ATP1B2
deslanoside,ATP1B3
deslanoside,FXYD2
digitoxin,ATP1A1
digitoxin,ATP1A2
digitoxin,ATP1A3
digitoxin,ATP1A4
digitoxin,ATP1B1
digitoxin,ATP1B2
digitoxin,ATP1B3
digitoxin,FXYD2
hydroflumethiazide,ATP1A1
hydroflumethiazide,CA1
hydroflumethiazide,CA12
hydroflumethiazide,CA2
hydroflumethiazide,CA4
hydroflumethiazide,CA9
hydroflumethiazide,KCNMA1
hydroflumethiazide,SLC12A1
hydroflumethiazide,SLC12A3
diazoxide,ATP1A1
diazoxide,CA1
diazoxide,CA2
diazoxide,KCNJ11
diazoxide,KCNJ8
diazoxide,KCNMA1
diazoxide,SLC12A3
chloroprocaine,ATP1A1
chloroprocaine,CHRNA10
chloroprocaine,GRIN3A
chloroprocaine,HTR3A
chloroprocaine,SCN10A
chloroprocaine,SLC6A3
etacrynic-acid,ATP1A1
etacrynic-acid,SLC12A1
gallopamil,ATP2A2
sevoflurane,ATP2C1
sevoflurane,ATP5D
sevoflurane,GABRA1
sevoflurane,GABRA2
sevoflurane,GABRA3
sevoflurane,GABRA4
sevoflurane,GABRA5
sevoflurane,GABRA6
sevoflurane,GABRB1
sevoflurane,GABRB2
sevoflurane,GABRB3
sevoflurane,GABRD
sevoflurane,GABRE
sevoflurane,GABRG1
sevoflurane,GABRG2
sevoflurane,GABRG3
sevoflurane,GABRP
sevoflurane,GABRQ
sevoflurane,GLRA1
sevoflurane,GLRB
sevoflurane,GRIA1
sevoflurane,KCNA1
sevoflurane,KCNK10
sevoflurane,KCNK18
sevoflurane,KCNK2
sevoflurane,KCNK3
sevoflurane,KCNK9
sevoflurane,MT-ND1
methoxyflurane,ATP2C1
methoxyflurane,ATP5D
methoxyflurane,GABRA1
methoxyflurane,GABRA2
methoxyflurane,GABRA3
methoxyflurane,GABRA4
methoxyflurane,GABRA5
methoxyflurane,GABRA6
methoxyflurane,GABRB1
methoxyflurane,GABRB2
methoxyflurane,GABRB3
methoxyflurane,GABRD
methoxyflurane,GABRE
methoxyflurane,GABRG1
methoxyflurane,GABRG2
methoxyflurane,GABRG3
methoxyflurane,GABRP
methoxyflurane,GABRQ
methoxyflurane,GLRA1
methoxyflurane,GLRB
methoxyflurane,GRIA1
methoxyflurane,KCNA1
methoxyflurane,MT-ND1
dexlansoprazole,ATP4A
esomeprazole,ATP4A
pantoprazole,ATP4A
rabeprazole,ATP4A
revaprazan,ATP4A
vonoprazan,ATP4A
lansoprazole,ATP4A
lansoprazole,ATP4B
omeprazole-magnesium,ATP4A
omeprazole-magnesium,ATP4B
omeprazole,ATP4A
omeprazole,CLCN2
quercetin,ATP5A1
quercetin,ATP5B
quercetin,ATP5C1
quercetin,HCK
quercetin,HIBCH
quercetin,PIK3CG
quercetin,PIM1
quercetin,STK17B
quercetin,UGT3A1
alendronate,ATP6V1A
alendronate,FDPS
alendronate,PTPN4
alendronate,PTPRE
alendronate,PTPRS
tiludronate,ATP6V1A
tiludronate,MMP2
tiludronate,PTPN1
etidronic-acid,ATP6V1A
etidronic-acid,PTPRS
hesperidin,AURKB
hesperidin,CACNA1B
terlipressin,AVPR1A
lypressin,AVPR1A
lypressin,AVPR1B
lypressin,AVPR2
mozavaptan,AVPR1A
mozavaptan,AVPR1B
mozavaptan,AVPR2
atosiban,AVPR1A
atosiban,AVPR1B
atosiban,AVPR2
atosiban,OXTR
desmopressin-acetate,AVPR1A
desmopressin-acetate,AVPR1B
desmopressin-acetate,AVPR2
desmopressin-acetate,OXTR
oxytocin,AVPR1A
oxytocin,AVPR1B
oxytocin,AVPR2
oxytocin,OXTR
vasopressin,AVPR1A
vasopressin,AVPR1B
vasopressin,AVPR2
vasopressin,OXTR
conivaptan,AVPR1A
conivaptan,AVPR2
tolvaptan,AVPR1A
tolvaptan,AVPR2
meldonium,BBOX1
meptazinol,BCHE
edaravone,BCL2
venetoclax,BCL2
rasagiline,BCL2
rasagiline,MAOB
paclitaxel,BCL2
paclitaxel,MAP2
paclitaxel,MAP4
paclitaxel,MAPT
paclitaxel,NR1I2
paclitaxel,TLR4
paclitaxel,TUBA1A
paclitaxel,TUBA1B
paclitaxel,TUBA1C
paclitaxel,TUBA3C
paclitaxel,TUBA3D
paclitaxel,TUBA3E
paclitaxel,TUBA4A
paclitaxel,TUBB
paclitaxel,TUBB1
paclitaxel,TUBB2A
paclitaxel,TUBB2B
paclitaxel,TUBB3
paclitaxel,TUBB4A
paclitaxel,TUBB4B
paclitaxel,TUBB6
paclitaxel,TUBB8
docetaxel,BCL2
docetaxel,MAP2
docetaxel,MAP4
docetaxel,MAPT
docetaxel,NR1I2
docetaxel,TUBA1A
docetaxel,TUBA1B
docetaxel,TUBA1C
docetaxel,TUBA3C
docetaxel,TUBA3D
docetaxel,TUBA3E
docetaxel,TUBA4A
docetaxel,TUBB
docetaxel,TUBB1
docetaxel,TUBB2A
docetaxel,TUBB2B
docetaxel,TUBB3
docetaxel,TUBB4A
docetaxel,TUBB4B
docetaxel,TUBB6
docetaxel,TUBB8
icatibant-acetate,BDKRB2
phytonadione,BGLAP
phytonadione,GGCX
L-methionine,BHMT
L-methionine,BHMT2
L-methionine,METAP2
L-methionine,MTR
L-methionine,MTRR
ibrutinib,BLK
ibrutinib,BMX
ibrutinib,BTK
riboflavin-5-phosphate-sodium,BLVRB
riboflavin-5-phosphate-sodium,DHODH
riboflavin-5-phosphate-sodium,DPYD
riboflavin-5-phosphate-sodium,HAO1
riboflavin-5-phosphate-sodium,HAO2
riboflavin-5-phosphate-sodium,MT-ND1
riboflavin-5-phosphate-sodium,NOS1
riboflavin-5-phosphate-sodium,PNPO
riboflavin-5-phosphate-sodium,POR
riboflavin-5-phosphate-sodium,PPCDC
riboflavin-5-phosphate-sodium,RFK
riboflavin-5-phosphate-sodium,RPS6KA4
riboflavin-5-phosphate-sodium,SGK1
riboflavin,BLVRB
riboflavin,RFK
encorafenib,BRAF
sorafenib,BRAF
sorafenib,DDR2
sorafenib,FGFR1
sorafenib,FLT1
sorafenib,FLT3
sorafenib,FLT4
sorafenib,KDR
sorafenib,KIT
sorafenib,PDGFRB
sorafenib,RAF1
sorafenib,RET
dabrafenib,BRAF
dabrafenib,LIMK1
dabrafenib,NEK11
dabrafenib,RAF1
dabrafenib,SIK1
vemurafenib,BRAF
vemurafenib,RAF1
fedratinib,BRD4
fedratinib,JAK1
fedratinib,JAK2
fedratinib,JAK3
fedratinib,TYK2
nicotinamide,BST1
nicotinamide,LDHA
nicotinamide,PARP1
nicotinamide,SIRT5
acalabrutinib,BTK
olmutinib,BTK
olmutinib,EGFR
hyaluronic-acid,C1QBP
hyaluronic-acid,CD44
hyaluronic-acid,HABP2
hyaluronic-acid,HAPLN1
hyaluronic-acid,HAPLN3
hyaluronic-acid,HAPLN4
hyaluronic-acid,HMMR
hyaluronic-acid,ICAM1
hyaluronic-acid,NCAN
hyaluronic-acid,VCAN
methocarbamol,CA1
zonisamide,CA1
zonisamide,CA10
zonisamide,CA11
zonisamide,CA12
zonisamide,CA13
zonisamide,CA14
zonisamide,CA2
zonisamide,CA3
zonisamide,CA4
zonisamide,CA5A
zonisamide,CA5B
zonisamide,CA6
zonisamide,CA7
zonisamide,CA8
zonisamide,CA9
zonisamide,CACNA1G
zonisamide,CACNA1H
zonisamide,CACNA1I
zonisamide,MAOA
zonisamide,MAOB
zonisamide,SCN10A
zonisamide,SCN11A
zonisamide,SCN1A
zonisamide,SCN1B
zonisamide,SCN2A
zonisamide,SCN2B
zonisamide,SCN3A
zonisamide,SCN3B
zonisamide,SCN4A
zonisamide,SCN4B
zonisamide,SCN5A
zonisamide,SCN7A
zonisamide,SCN8A
zonisamide,SCN9A
ethoxzolamide,CA1
ethoxzolamide,CA12
ethoxzolamide,CA13
ethoxzolamide,CA14
ethoxzolamide,CA2
ethoxzolamide,CA3
ethoxzolamide,CA4
ethoxzolamide,CA5A
ethoxzolamide,CA5B
ethoxzolamide,CA6
ethoxzolamide,CA7
ethoxzolamide,CA9
brinzolamide,CA1
brinzolamide,CA12
brinzolamide,CA14
brinzolamide,CA2
brinzolamide,CA4
brinzolamide,CA5A
brinzolamide,CA7
coumarin,CA1
coumarin,CA12
coumarin,CA14
coumarin,CA2
coumarin,CA4
coumarin,CA6
coumarin,CA9
coumarin,CYP2A6
dorzolamide,CA1
dorzolamide,CA12
dorzolamide,CA14
dorzolamide,CA2
dorzolamide,CA4
dorzolamide,CA7
methazolamide,CA1
methazolamide,CA12
methazolamide,CA14
methazolamide,CA2
methazolamide,CA4
methazolamide,CA7
chlorthalidone,CA1
chlorthalidone,CA12
chlorthalidone,CA14
chlorthalidone,CA2
chlorthalidone,CA4
chlorthalidone,CA7
chlorthalidone,SLC12A1
diclofenamide,CA1
diclofenamide,CA12
diclofenamide,CA2
diclofenamide,CA4
diclofenamide,CA7
topiramate,CA1
topiramate,CA12
topiramate,CA2
topiramate,CA4
topiramate,CA7
topiramate,GABRA1
topiramate,GABRA2
topiramate,GABRA3
topiramate,GABRA4
topiramate,GABRA5
topiramate,GABRA6
topiramate,GABRB1
topiramate,GABRB2
topiramate,GABRB3
topiramate,GABRD
topiramate,GABRE
topiramate,GABRG1
topiramate,GABRG2
topiramate,GABRG3
topiramate,GABRP
topiramate,GABRQ
topiramate,GRIA1
topiramate,GRIA2
topiramate,GRIA3
topiramate,GRIA4
topiramate,GRIK1
topiramate,GRIK2
topiramate,GRIK3
topiramate,GRIK4
topiramate,GRIK5
topiramate,SCN10A
topiramate,SCN11A
topiramate,SCN1A
topiramate,SCN2A
topiramate,SCN3A
topiramate,SCN4A
topiramate,SCN5A
topiramate,SCN7A
topiramate,SCN8A
topiramate,SCN9A
hydrochlorothiazide,CA1
hydrochlorothiazide,CA12
hydrochlorothiazide,CA2
hydrochlorothiazide,CA4
hydrochlorothiazide,CA9
hydrochlorothiazide,KCNMA1
hydrochlorothiazide,SLC12A3
saccharin,CA1
saccharin,CA12
saccharin,CA2
saccharin,CA9
levosulpiride,CA1
levosulpiride,CA12
levosulpiride,CA7
levosulpiride,DRD2
levosulpiride,DRD3
chlorothiazide,CA1
chlorothiazide,CA2
chlorothiazide,CA4
chlorothiazide,SLC12A3
mafenide,CA12
mafenide,CA14
mafenide,CA2
mafenide,CA4
mafenide,CA6
mafenide,CA9
resorcinol,CA12
resorcinol,CA14
resorcinol,CA2
resorcinol,PTGS1
celecoxib,CA12
celecoxib,PDPK1
celecoxib,PTGS2
trientine,CA14
benzthiazide,CA2
guaiacol,CA2
furosemide,CA2
furosemide,GPR35
furosemide,SLC12A1
furosemide,SLC12A2
cyclothiazide,CA2
cyclothiazide,GRIA1
cyclothiazide,GRIA2
cyclothiazide,GRIA3
cyclothiazide,GRIA4
cyclothiazide,SLC12A3
indapamide,CA2
indapamide,HTR3A
indapamide,KCNQ1
verapamil,CACNA1A
verapamil,CACNA1B
verapamil,CACNA1C
verapamil,CACNA1D
verapamil,CACNA1F
verapamil,CACNA1G
verapamil,CACNA1I
verapamil,CACNA1S
verapamil,CACNB1
verapamil,CACNB2
verapamil,CACNB3
verapamil,CACNB4
verapamil,CYP3A4
verapamil,KCNA10
verapamil,KCNA7
verapamil,KCNH2
verapamil,KCNJ11
verapamil,NALCN
verapamil,SCN5A
verapamil,SLC29A4
verapamil,SLC6A4
loperamide,CACNA1A
loperamide,CALM1
loperamide,OPRD1
loperamide,OPRK1
loperamide,OPRM1
loperamide,POMC
cilnidipine,CACNA1B
levetiracetam,CACNA1B
levetiracetam,SCN1A
levetiracetam,SV2A
lomerizine,CACNA1B
lomerizine,SCN5A
azelnidipine,CACNA1C
lacidipine,CACNA1C
otilonium,CACNA1C
pinaverium,CACNA1C
manidipine,CACNA1C
manidipine,CACNA1D
nilvadipine,CACNA1C
nilvadipine,CACNA1D
nifedipine,CACNA1C
nifedipine,CACNA1D
nifedipine,CACNA1F
nifedipine,CACNA1H
nifedipine,CACNA1S
nifedipine,CACNA2D1
nifedipine,CACNB2
nifedipine,CALM1
nifedipine,GLRA1
nifedipine,GLRA3
nifedipine,GLRB
nifedipine,KCNA1
nifedipine,KCNA5
nifedipine,NR1I2
nifedipine,TRPM3
cleviprex,CACNA1C
cleviprex,CACNA1D
cleviprex,CACNA1F
cleviprex,CACNA1S
nisoldipine,CACNA1C
nisoldipine,CACNA1D
nisoldipine,CACNA1F
nisoldipine,CACNA1S
amlodipine,CACNA1C
amlodipine,CACNA1D
amlodipine,CACNA1F
amlodipine,CACNA1S
amlodipine,CACNA2D1
benidipine,CACNA1C
benidipine,CACNA1G
diltiazem,CACNA1C
diltiazem,CACNA1S
diltiazem,CACNA2D1
diltiazem,CACNG1
diltiazem,HTR3A
diltiazem,KCNA5
ibutilide,CACNA1C
ibutilide,KCNH2
isradipine,CACNA1D
isradipine,CACNA1F
isradipine,CACNA2D1
nitrendipine,CACNA1D
nitrendipine,CACNA2D1
nitrendipine,KCNN4
gabapentin-enacarbil,CACNA1G
paramethadione,CACNA1G
penfluridol,CACNA1G
ethosuximide,CACNA1G
ethosuximide,CACNA1H
ethosuximide,CACNA1I
methsuximide,CACNA1G
methsuximide,CACNA1H
methsuximide,CACNA1I
trimethadione,CACNA1G
trimethadione,CACNA1H
trimethadione,CACNA1I
flunarizine,CACNA1G
flunarizine,CACNA1H
flunarizine,CACNA1I
flunarizine,CALM1
flunarizine,HRH1
pimozide,CACNA1I
pimozide,CALM1
pimozide,DRD1
pimozide,DRD2
pimozide,DRD3
pimozide,DRD4
pimozide,DRD5
pimozide,HRH1
pimozide,HTR1A
pimozide,HTR2A
pimozide,KCNA10
pimozide,KCNH2
lercanidipine,CACNA2D1
fluspirilene,CACNG1
fluspirilene,DRD2
fluspirilene,HRH1
fluspirilene,HTR1A
fluspirilene,HTR1D
fluspirilene,HTR1E
fluspirilene,HTR2A
rimegepant,CALCA
fluphenazine,CALM1
fluphenazine,DRD1
fluphenazine,DRD2
fluphenazine,DRD5
fluphenazine,HRH1
fluphenazine,HTR2A
fluphenazine,HTR6
fluphenazine,HTR7
perphenazine,CALM1
perphenazine,DRD1
perphenazine,DRD2
perphenazine,HRH1
perphenazine,HTR2A
perphenazine,HTR2C
perphenazine,HTR6
perphenazine,HTR7
cinchocaine,CALM1
cinchocaine,SCN10A
cinchocaine,SCN5A
aprindine,CALM1
aprindine,SCN5A
L-cysteine,CARS
L-cysteine,CARS2
L-cysteine,CBS
L-cysteine,CDO-1
L-cysteine,CDO1
L-cysteine,CSAD
L-cysteine,CTH
L-cysteine,GCLC
L-cysteine,GCLM
L-cysteine,GOT1
L-cysteine,GSS
L-cysteine,MGMT
L-cysteine,NFS1
L-cysteine,SLC19A3
cinacalcet,CASR
strontium-ranelate,CASR
tryptophan,CASR
tryptophan,IDO1
tryptophan,SLC36A1
tryptophan,WARS
tryptophan,WARS2
progesterone,CATSPER1
progesterone,CATSPER2
progesterone,CATSPER3
progesterone,CATSPER4
progesterone,CYP17A1
progesterone,ESR1
progesterone,NR3C2
progesterone,OPRK1
progesterone,PGR
progesterone,TRPC5
alprostadil,CATSPER1
alprostadil,CATSPER2
alprostadil,CATSPER3
alprostadil,CATSPER4
alprostadil,PTGDR
alprostadil,PTGER1
alprostadil,PTGER2
alprostadil,PTGER4
alprostadil,PTGIR
sofalcone,CBR1
pentagastrin,CCKBR
propagermanium,CCR2
maraviroc,CCR5
chloramphenicol,CD55
inositol,CDIPT
abemaciclib,CDK4
abemaciclib,CDK6
palbociclib,CDK4
palbociclib,CDK6
ribociclib,CDK4
ribociclib,CDK6
sivelestat,CELA1
sivelestat,ELANE
oseltamivir-phosphate,CES1
oseltamivir-phosphate,NEU1
oseltamivir-phosphate,NEU2
felodipine,CFTR
ivacaftor,CFTR
lumacaftor,CFTR
bumetanide,CFTR
bumetanide,GPR35
bumetanide,SLC12A1
bumetanide,SLC12A2
bumetanide,SLC12A4
bumetanide,SLC12A5
nimodipine,CFTR
nimodipine,NR3C2
capsaicin,CFTR
capsaicin,TRPV1
nicotine,CHAT
nicotine,CHRNA10
nicotine,CHRNA2
nicotine,CHRNA3
nicotine,CHRNA4
nicotine,CHRNA5
nicotine,CHRNA6
nicotine,CHRNA7
nicotine,CHRNA9
nicotine,CHRNB2
nicotine,CHRNB3
nicotine,CHRNB4
nicotine,CYP19A1
nicotine,TBXAS1
nicotine,TRPA1
epirubicin,CHD1
epirubicin,TOP2A
succinylcholine-chloride,CHRFAM7A
succinylcholine-chloride,CHRM1
succinylcholine-chloride,CHRM2
succinylcholine-chloride,CHRM3
succinylcholine-chloride,CHRNA1
succinylcholine-chloride,CHRNA10
aminopentamide,CHRM1
cimetropium,CHRM1
homatropine,CHRM1
levo-phencynonate,CHRM1
mebeverine,CHRM1
pipenzolate,CHRM1
piperidolate,CHRM1
profenamine,CHRM1
propiverine,CHRM1
trihexyphenidyl,CHRM1
trospium,CHRM1
caramiphen,CHRM1
caramiphen,CHRM2
flavoxate,CHRM1
flavoxate,CHRM2
atropine,CHRM1
atropine,CHRM2
atropine,CHRM3
dicycloverine,CHRM1
dicycloverine,CHRM2
dicycloverine,CHRM3
methscopolamine,CHRM1
methscopolamine,CHRM2
methscopolamine,CHRM3
oxybutynin,CHRM1
oxybutynin,CHRM2
oxybutynin,CHRM3
tiotropium,CHRM1
tiotropium,CHRM2
tiotropium,CHRM3
umeclidinium,CHRM1
umeclidinium,CHRM2
umeclidinium,CHRM3
bethanechol,CHRM1
bethanechol,CHRM2
bethanechol,CHRM3
bethanechol,CHRM4
diphenidol,CHRM1
diphenidol,CHRM2
diphenidol,CHRM3
diphenidol,CHRM4
hyoscyamine,CHRM1
hyoscyamine,CHRM2
hyoscyamine,CHRM3
hyoscyamine,CHRM4
propantheline,CHRM1
propantheline,CHRM2
propantheline,CHRM3
propantheline,CHRM4
trepibutone,CHRM1
trepibutone,CHRM2
trepibutone,CHRM3
trepibutone,CHRM4
vinburnine,CHRM1
vinburnine,CHRM2
vinburnine,CHRM3
vinburnine,CHRM4
aceclidine,CHRM1
aceclidine,CHRM2
aceclidine,CHRM3
aceclidine,CHRM4
aceclidine,CHRM5
aclidinium,CHRM1
aclidinium,CHRM2
aclidinium,CHRM3
aclidinium,CHRM4
aclidinium,CHRM5
biperiden,CHRM1
biperiden,CHRM2
biperiden,CHRM3
biperiden,CHRM4
biperiden,CHRM5
darifenacin,CHRM1
darifenacin,CHRM2
darifenacin,CHRM3
darifenacin,CHRM4
darifenacin,CHRM5
fesoterodine,CHRM1
fesoterodine,CHRM2
fesoterodine,CHRM3
fesoterodine,CHRM4
fesoterodine,CHRM5
glycopyrrolate,CHRM1
glycopyrrolate,CHRM2
glycopyrrolate,CHRM3
glycopyrrolate,CHRM4
glycopyrrolate,CHRM5
ipratropium,CHRM1
ipratropium,CHRM2
ipratropium,CHRM3
ipratropium,CHRM4
ipratropium,CHRM5
pilocarpine,CHRM1
pilocarpine,CHRM2
pilocarpine,CHRM3
pilocarpine,CHRM4
pilocarpine,CHRM5
pirenzepine,CHRM1
pirenzepine,CHRM2
pirenzepine,CHRM3
pirenzepine,CHRM4
pirenzepine,CHRM5
solifenacin-succinate,CHRM1
solifenacin-succinate,CHRM2
solifenacin-succinate,CHRM3
solifenacin-succinate,CHRM4
solifenacin-succinate,CHRM5
tolterodine,CHRM1
tolterodine,CHRM2
tolterodine,CHRM3
tolterodine,CHRM4
tolterodine,CHRM5
carbachol,CHRM1
carbachol,CHRM2
carbachol,CHRM3
carbachol,CHRM4
carbachol,CHRM5
carbachol,CHRNA2
chlorprothixene,CHRM1
chlorprothixene,CHRM2
chlorprothixene,CHRM3
chlorprothixene,CHRM4
chlorprothixene,CHRM5
chlorprothixene,DRD1
chlorprothixene,DRD2
chlorprothixene,DRD3
chlorprothixene,HRH1
chlorprothixene,HTR2A
chlorprothixene,HTR2B
chlorprothixene,HTR2C
dosulepin,CHRM1
dosulepin,CHRM2
dosulepin,CHRM3
dosulepin,CHRM4
dosulepin,CHRM5
dosulepin,HRH1
dosulepin,SLC6A2
dosulepin,SLC6A4
paroxetine,CHRM1
paroxetine,CHRM2
paroxetine,CHRM3
paroxetine,CHRM4
paroxetine,CHRM5
paroxetine,HTR2A
paroxetine,SLC6A2
paroxetine,SLC6A4
scopolamine,CHRM1
scopolamine,CHRM2
scopolamine,CHRM3
scopolamine,CHRM4
scopolamine,CHRM5
scopolamine,SI
alcuronium,CHRM1
alcuronium,CHRM2
alcuronium,CHRM3
alcuronium,CHRM4
alcuronium,CHRNA7
disopyramide,CHRM1
disopyramide,CHRM2
disopyramide,CHRM3
disopyramide,KCND2
disopyramide,KCND3
disopyramide,KCNH2
disopyramide,SCN5A
triflupromazine,CHRM1
triflupromazine,CHRM2
triflupromazine,DRD1
triflupromazine,DRD2
triflupromazine,HTR2B
clidinium,CHRM1
clidinium,CHRM3
imidafenacin,CHRM1
imidafenacin,CHRM3
oxyphenonium,CHRM1
oxyphenonium,CHRM3
valethamate,CHRM1
valethamate,CHRM4
valethamate,CHRM5
metoclopramide,CHRM1
metoclopramide,DRD2
metoclopramide,HTR3A
metoclopramide,HTR3B
metoclopramide,HTR4
benztropine-mesylate,CHRM1
benztropine-mesylate,HRH1
benztropine-mesylate,SLC6A3
methantheline,CHRM1
methantheline,HRH2
carbetapentane,CHRM2
pancuronium,CHRM2
pancuronium,CHRM3
pancuronium,CHRNA1
pancuronium,CHRNA2
pipecuronium,CHRM2
pipecuronium,CHRM3
pipecuronium,CHRNA2
methacholine,CHRM2
methacholine,CHRM4
gallamine-triethiodide,CHRM2
gallamine-triethiodide,CHRNA1
metocurine,CHRM2
metocurine,CHRNA2
rocuronium,CHRM2
rocuronium,CHRNA2
rocuronium,HTR3A
cevimeline,CHRM3
diphemanil,CHRM3
isopropamide-iodide,CHRM3
isopropamide-iodide,CHRM4
tropicamide,CHRM3
tropicamide,CHRM4
itopride,CHRM3
itopride,DRD2
homatropine-methylbromide,CHRM5
metixene,CHRM5
adiphenine,CHRNA1
mecamylamine,CHRNA1
mecamylamine,CHRNA2
mecamylamine,CHRNA3
mecamylamine,CHRNA4
mecamylamine,CHRNA6
mecamylamine,CHRNA7
mecamylamine,CHRNB4
pentolinium,CHRNA10
pentolinium,CHRNA3
pentolinium,CHRNA4
pentolinium,CHRNB4
lobeline,CHRNA10
lobeline,CHRNA9
lobeline,SLC18A2
cisatracurium,CHRNA2
mivacurium,CHRNA2
vecuronium,CHRNA2
cytisine,CHRNA2
cytisine,CHRNA3
cytisine,CHRNA4
cytisine,CHRNA6
cytisine,CHRNA7
cytisine,CHRNB2
cytisine,CHRNB4
dextromethorphan,CHRNA2
dextromethorphan,CHRNA3
dextromethorphan,CHRNA4
dextromethorphan,CHRNA7
dextromethorphan,CHRNB2
dextromethorphan,CHRNB4
dextromethorphan,CYBA
dextromethorphan,CYBB
dextromethorphan,GRIN3A
dextromethorphan,NCF1
dextromethorphan,NCF2
dextromethorphan,NCF4
dextromethorphan,OPRD1
dextromethorphan,OPRK1
dextromethorphan,OPRM1
dextromethorphan,PGRMC1
dextromethorphan,RAC1
dextromethorphan,RAC2
dextromethorphan,SIGMAR1
dextromethorphan,SLC6A2
dextromethorphan,SLC6A4
procaine,CHRNA2
procaine,GRIN3A
procaine,HTR3A
procaine,KCNMA1
procaine,KCNMB1
procaine,KCNMB2
procaine,KCNMB3
procaine,KCNMB4
procaine,KCNN1
procaine,KCNN2
procaine,KCNN3
procaine,KCNN4
procaine,MAOA
procaine,MAOB
procaine,RYR1
procaine,RYR2
procaine,SCN10A
procaine,SLC6A3
levallorphan,CHRNA2
levallorphan,OPRM1
varenicline,CHRNA3
varenicline,CHRNA4
varenicline,CHRNA6
varenicline,CHRNA7
butalbital,CHRNA4
butalbital,CHRNA7
butalbital,GABRA1
butalbital,GABRA2
butalbital,GABRA3
butalbital,GABRA4
butalbital,GABRA5
butalbital,GABRA6
butalbital,GABRB1
butalbital,GABRB2
butalbital,GABRB3
butalbital,GABRD
butalbital,GABRE
butalbital,GABRG1
butalbital,GABRG2
butalbital,GABRG3
butalbital,GABRP
butalbital,GABRQ
butalbital,GRIA2
butalbital,GRIK2
metharbital,CHRNA4
metharbital,CHRNA7
metharbital,GABRA1
metharbital,GABRA2
metharbital,GABRA3
metharbital,GABRA4
metharbital,GABRA5
metharbital,GABRA6
metharbital,GABRB1
metharbital,GABRB2
metharbital,GABRB3
metharbital,GABRD
metharbital,GABRE
metharbital,GABRG1
metharbital,GABRG2
metharbital,GABRG3
metharbital,GABRP
metharbital,GABRQ
metharbital,GRIA2
metharbital,GRIK2
primidone,CHRNA4
primidone,CHRNA7
primidone,GABRA1
primidone,GABRA2
primidone,GABRA3
primidone,GABRA4
primidone,GABRA5
primidone,GABRA6
primidone,GABRB1
primidone,GABRB2
primidone,GABRB3
primidone,GABRD
primidone,GABRE
primidone,GABRG1
primidone,GABRG2
primidone,GABRG3
primidone,GABRP
primidone,GABRQ
primidone,GRIA2
primidone,GRIK2
primidone,SCN10A
primidone,SCN11A
primidone,SCN1A
primidone,SCN2A
primidone,SCN3A
primidone,SCN4A
primidone,SCN5A
primidone,SCN7A
primidone,SCN8A
primidone,SCN9A
ivermectin,CHRNA7
ivermectin,P2RX7
creatine,CKB
creatine,CKM
creatine,CKMT1A
creatine,CKMT2
creatine,GAMT
creatine,SLC6A8
talniflumate,CLCA1
fenofibric-acid,CLCN1
fenofibric-acid,PPARA
lubiprostone,CLCN2
boceprevir,CMA1
boceprevir,CTSA
boceprevir,CTSF
boceprevir,CTSK
boceprevir,CTSL
boceprevir,CTSS
gemcitabine,CMPK1
gemcitabine,RRM1
gemcitabine,RRM2
gemcitabine,TYMS
enocitabine,CMPK1
enocitabine,RRM1
enocitabine,TYMS
tebipenem,CNR1
orlistat,CNR1
orlistat,DAGLA
orlistat,DAGLB
orlistat,FASN
orlistat,LIPF
orlistat,PNLIP
palmitoylethanolamide,CNR2
palmitoylethanolamide,GPR119
palmitoylethanolamide,GPR55
halofuginone,COL1A1
halofuginone,MMP2
entacapone,COMT
carglumic-acid,CPS1
perhexiline,CPT1A
levocarnitine-propionate,CRAT
levocarnitine,CRAT
levocarnitine,CROT
naloxone,CREB1
naloxone,ESR1
naloxone,OPRD1
naloxone,OPRK1
naloxone,OPRM1
naloxone,TLR4
pivagabine,CRHR1
pivagabine,CRHR2
dicoumarol,CRYZ
dicoumarol,NQO1
dicoumarol,VKORC1
axitinib,CSF1
axitinib,FLT1
axitinib,FLT4
axitinib,KDR
axitinib,PLK4
pazopanib,CSF1R
pazopanib,FGF1
pazopanib,FGFR1
pazopanib,FGFR3
pazopanib,FLT1
pazopanib,FLT4
pazopanib,ITK
pazopanib,KDR
pazopanib,KIT
pazopanib,PDGFRA
pazopanib,PDGFRB
pazopanib,SH2B3
sunitinib,CSF1R
sunitinib,FGFR1
sunitinib,FLT1
sunitinib,FLT3
sunitinib,FLT4
sunitinib,KDR
